,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,income
2747,0.1341,0.0,0.0,0.0845,0.13699999999999998,0.0,0.0,0.0233,0.0,0.0466,0.0233,0.0,0.0087,0.0,0.0,0.1458,0.0175,0.0262,0.0,0.2274,0.0,0.0146,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0087,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0117,33800,32800,38600,38500,40800,184500
2748,0.09,0.0099,0.0002,0.0636,0.2855,0.0359,0.0,0.031,0.0,0.0422,0.0248,0.1284,0.0099,0.0531,0.0046,0.0269,0.0044,0.0113,0.0,0.0462,0.0,0.0088,0.0,0.0,0.0,0.0034,0.0063,0.0,0.0015,0.0103,0.0,0.0287,0.0,0.0,0.0334,0.0,0.0153,0.0248,42600,42900,50500,47600,55300,238900
2750,0.0,0.0,0.0,0.065,0.1274,0.0569,0.0,0.0108,0.0,0.1382,0.0,0.0,0.0217,0.0298,0.0081,0.1382,0.0108,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0759,0.0,0.0407,0.0,0.0136,0.0054,0.0,0.065,0.0,0.0,0.0325,0.084,0.0,0.0732,33500,33500,38100,36900,45000,187000
2752,0.0,0.0,0.0,0.0285,0.0872,0.0142,0.0,0.0,0.0,0.0427,0.0,0.0071,0.0053,0.0,0.0,0.3096,0.0,0.0107,0.0,0.1673,0.0,0.0018,0.0,0.0,0.0,0.0018,0.0214,0.0,0.0053,0.0071,0.0,0.0107,0.0,0.0,0.0089,0.0,0.0,0.2705,40700,41800,46600,43700,51100,223900
2753,0.0,0.0078,0.003,0.0633,0.2024,0.0835,0.0,0.0159,0.0,0.0334,0.0,0.1491,0.0104,0.0,0.0145,0.0021,0.0099,0.012,0.0,0.0826,0.0,0.0136,0.0,0.0,0.037000000000000005,0.011000000000000001,0.0354,0.0,0.0039,0.0313,0.0,0.0421,0.012,0.0,0.0755,0.0,0.0078,0.0407,48600,48000,56000,54000,61900,268500
2755,0.0,0.0,0.0,0.048,0.22399999999999998,0.07400000000000001,0.0,0.012,0.0,0.086,0.0,0.07400000000000001,0.022000000000000002,0.0,0.002,0.068,0.002,0.0,0.0,0.004,0.0,0.004,0.0,0.0,0.018000000000000002,0.0,0.052000000000000005,0.0,0.0,0.0,0.0,0.048,0.027999999999999997,0.0,0.026000000000000002,0.14400000000000002,0.0,0.064,33600,34300,38700,37800,43100,187500
2756,0.0,0.0,0.0,0.0719,0.2549,0.0441,0.0,0.0196,0.0,0.0376,0.0343,0.0,0.0,0.0,0.0,0.2239,0.031,0.049,0.0,0.031,0.0,0.0,0.0,0.0,0.0376,0.0,0.0376,0.0,0.0,0.0082,0.0,0.018000000000000002,0.0098,0.0,0.0588,0.0,0.0,0.0327,33100,31800,36300,33900,39300,174400
2759,0.0,0.0,0.0,0.0405,0.1351,0.0338,0.0,0.0,0.0,0.1284,0.0,0.0,0.0405,0.0,0.0,0.0405,0.0473,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0068,0.0,0.1149,0.0,0.0,0.0338,0.0,0.1216,0.0,0.0,0.1149,0.0,0.0,0.1149,30400,29800,36100,34000,36400,166700
2762,0.0,0.0,0.0,0.0356,0.1542,0.0339,0.0,0.0356,0.0,0.1169,0.1763,0.0,0.0153,0.0203,0.0034,0.0,0.0153,0.0441,0.0,0.1237,0.0,0.0068,0.0322,0.0,0.0034,0.0136,0.0288,0.0,0.0,0.0186,0.0,0.0729,0.0,0.0,0.0085,0.0,0.0085,0.0322,34300,33300,37000,37100,41000,182700
2763,0.0,0.0,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.0325,0.0,0.0,0.0163,0.0,0.0,0.0,0.0244,0.0,0.0,0.0976,0.0,0.0,0.0,0.0,0.0081,0.0,0.2033,0.0,0.0081,0.0,0.0,0.065,0.1057,0.0,0.0,0.0569,0.0,0.0081,28400,24400,32900,29200,32300,147200
2764,0.0,0.0,0.0,0.0212,0.1472,0.0148,0.0,0.0201,0.0,0.1059,0.0392,0.0053,0.0053,0.0,0.0021,0.3856,0.0042,0.0297,0.0,0.053,0.0,0.0011,0.0,0.0,0.0233,0.0,0.0763,0.0,0.0,0.0117,0.0,0.0297,0.0,0.0,0.0053,0.0,0.0,0.0191,39400,40900,44900,44400,48200,217800
2767,0.0,0.0,0.0035,0.0475,0.2106,0.0336,0.0,0.0278,0.0,0.0116,0.0116,0.316,0.0197,0.0,0.0081,0.0556,0.0058,0.0,0.0,0.0023,0.0,0.0382,0.0,0.0,0.0,0.0035,0.0313,0.0,0.0046,0.0405,0.0,0.0336,0.0,0.0,0.0544,0.0,0.0,0.0405,50400,46200,57300,50800,60500,265200
2780,0.0,0.0,0.0,0.0427,0.1815,0.0,0.0,0.0,0.0,0.1601,0.0,0.0,0.0142,0.0,0.0,0.2349,0.0107,0.0498,0.0,0.0071,0.0,0.0,0.0,0.0,0.032,0.0,0.0925,0.0,0.0,0.0071,0.0,0.0676,0.0819,0.0,0.0,0.0071,0.0,0.0107,44600,41600,44700,43700,49100,223700
2783,0.0,0.0,0.0,0.0198,0.287,0.0229,0.0,0.0092,0.0,0.2473,0.0,0.0,0.026000000000000002,0.0,0.0,0.0046,0.0214,0.0382,0.0,0.0504,0.0,0.0031,0.0,0.0,0.0733,0.0,0.0824,0.0,0.0,0.0046,0.0,0.0397,0.0,0.0,0.0504,0.0,0.0,0.0198,36000,37000,39900,38600,44100,195600
2785,0.0,0.0,0.0,0.0507,0.2615,0.0396,0.0048,0.0269,0.0,0.0666,0.0,0.1173,0.0127,0.0,0.0032,0.0808,0.019,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0666,0.0,0.0285,0.0,0.0111,0.0048,0.0,0.038,0.0349,0.0,0.0349,0.0222,0.0,0.0618,42200,41400,45600,44700,51000,224900
2788,0.0,0.0,0.0043,0.1345,0.0,0.0542,0.0,0.0217,0.0,0.0,0.0,0.0,0.0738,0.0,0.0607,0.0,0.0434,0.0,0.0,0.0043,0.0,0.0282,0.0,0.0,0.0282,0.0347,0.0,0.0,0.0087,0.0759,0.0,0.1345,0.0,0.0,0.2017,0.0,0.0,0.0911,35900,37900,47600,48900,55000,225300
2789,0.0,0.0,0.0029,0.1085,0.1994,0.0528,0.0,0.0059,0.0,0.1026,0.0,0.0147,0.0469,0.0,0.0176,0.0264,0.0088,0.0,0.0,0.0,0.0,0.0264,0.0,0.0,0.0,0.0235,0.0968,0.0,0.0088,0.0117,0.0,0.0938,0.0,0.0,0.1056,0.0,0.0,0.0469,52100,48600,58700,51700,60300,271400
2796,0.0,0.0,0.0,0.0093,0.0935,0.0,0.0,0.0,0.0,0.0748,0.0,0.0,0.027999999999999997,0.0,0.0093,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0748,0.0,0.0,0.0,0.0,0.0,0.0,0.0748,0.0,0.0,0.0,0.5701,0.0,0.0,33300,28800,35000,32400,38100,167600
2798,0.0,0.0,0.0,0.0783,0.24100000000000002,0.0301,0.0,0.0,0.0,0.1446,0.0,0.0,0.0181,0.0,0.0,0.1747,0.0,0.012,0.0,0.012,0.0,0.006,0.0,0.0,0.1205,0.0,0.0,0.0,0.0,0.0,0.0,0.1024,0.0,0.0,0.0,0.0422,0.0,0.0181,37300,39900,43400,40100,45700,206400
2799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94100,86900,113900,82500,114900,492300
2800,0.0,0.0,0.0,0.0248,0.0524,0.0124,0.0,0.028999999999999998,0.0,0.0,0.1338,0.2069,0.0,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.0,0.0,0.0041,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,52900,48800,55800,53300,57800,268600
2801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19800,24600,21800,0,32100,98300
2802,0.0568,0.0,0.0046,0.0608,0.1427,0.0337,0.0,0.0971,0.0,0.0129,0.0,0.1625,0.0081,0.0813,0.0052,0.0603,0.0088,0.0,0.0,0.0138,0.0,0.0098,0.0,0.0,0.0081,0.0516,0.0496,0.0,0.0024,0.0184,0.0,0.0332,0.0,0.0,0.0608,0.0,0.0,0.0176,42700,43000,49000,48700,56700,240100
2803,0.0,0.019,0.0079,0.0772,0.1444,0.1226,0.0,0.0218,0.0,0.0203,0.0,0.0,0.0161,0.0,0.024,0.0106,0.0137,0.0,0.0,0.0024,0.0,0.0139,0.0,0.0,0.0408,0.0291,0.0,0.0,0.0075,0.0201,0.0,0.0688,0.0364,0.0,0.2361,0.0,0.0,0.0675,39800,39200,47000,44300,51300,221600
2804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9896,23500,27800,28700,27000,37400,144400
2805,0.0,0.0,0.0,0.1045,0.1258,0.0469,0.0,0.0064,0.0,0.081,0.0,0.0,0.0341,0.0,0.0085,0.2004,0.0107,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0128,0.0277,0.113,0.0,0.0128,0.0384,0.0,0.049,0.0213,0.0,0.0661,0.0,0.0,0.032,35800,37200,43700,45800,51400,213900
2812,0.0,0.0103,0.0033,0.0398,0.207,0.0313,0.0,0.0245,0.0,0.0,0.0,0.0597,0.0326,0.0138,0.0228,0.0858,0.0153,0.0398,0.0,0.0545,0.0,0.0114,0.0,0.0,0.035,0.0153,0.0,0.0,0.0053,0.0112,0.0,0.0669,0.0247,0.0,0.1247,0.0,0.0,0.0652,38400,40400,44400,46400,50800,220400
2813,0.0,0.0,0.0039,0.1174,0.138,0.0558,0.0,0.0431,0.0,0.0382,0.0,0.136,0.0176,0.0,0.0068,0.1859,0.0157,0.0,0.0,0.0039,0.0,0.0479,0.0,0.0,0.0,0.0205,0.0,0.0,0.002,0.0294,0.0,0.0548,0.0215,0.0,0.0391,0.0049,0.0,0.0176,54900,49500,57200,53800,62500,277900
2814,0.0,0.0,0.0106,0.1303,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0739,0.0,0.1021,0.0,0.0528,0.0,0.0,0.0,0.0,0.0387,0.0,0.0,0.1092,0.0211,0.0,0.0,0.0317,0.1127,0.0,0.0845,0.0,0.0,0.1655,0.0,0.0,0.0599,34800,33000,41000,39100,52700,200600
2817,0.0,0.0,0.0,0.0299,0.1659,0.0454,0.0,0.0243,0.0,0.0962,0.0,0.0,0.0354,0.0,0.01,0.0,0.0144,0.0774,0.0,0.0,0.0,0.0077,0.0,0.0,0.0431,0.0409,0.0642,0.0,0.0,0.0188,0.0,0.1106,0.0,0.0,0.0774,0.0,0.0,0.1383,32100,33700,36100,37800,43400,183100
2821,0.0,0.0,0.0,0.1183,0.1075,0.0323,0.0,0.0,0.0,0.0323,0.0,0.0,0.0538,0.1505,0.0,0.0215,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0,0.0,0.0,0.1505,0.0,0.0538,0.0108,0.0,0.0323,0.129,0.0,0.086,0.0,0.0,0.0108,43000,35100,44100,37800,45200,205200
2822,0.0,0.0,0.0,0.0,0.2021,0.0213,0.0,0.0,0.0,0.1543,0.0,0.0,0.0691,0.0,0.0,0.0745,0.0266,0.0319,0.0,0.016,0.0,0.0213,0.0,0.0,0.0532,0.0,0.0691,0.0,0.0,0.0,0.0,0.1489,0.0,0.0,0.0426,0.0372,0.0,0.0319,33100,34600,38200,38300,40200,184400
2825,0.0,0.0,0.0424,0.0674,0.0,0.0636,0.0,0.0212,0.0,0.0,0.0,0.0,0.0597,0.0,0.0539,0.0,0.0308,0.0,0.0,0.0039,0.0,0.0308,0.0,0.0,0.0308,0.0482,0.0655,0.0,0.0385,0.0809,0.0,0.0597,0.0,0.0,0.2428,0.0,0.0,0.0597,36600,40500,46400,50300,57900,231700
